20140106,100000,100.20000,100.31000,99.70000,100.10000,3403970
20140106,110000,100.09000,100.10000,99.55000,99.60000,4429500
20140106,120000,99.60000,99.98000,99.33000,99.50000,4826580
20140106,130000,99.51000,99.70000,99.35000,99.55000,3510720
20140106,140000,99.56000,99.66000,99.37000,99.50000,2326270
20140106,150000,99.50000,99.78000,99.43000,99.48000,2993600
20140106,160000,99.48000,99.58000,99.27000,99.50000,2733250
20140106,170000,99.50000,99.53000,99.11000,99.20000,2505200
20140106,180000,99.20000,99.35000,98.62000,98.91000,4672980
20140108,100000,99.10000,99.10000,98.71000,98.80000,5281660
20140108,110000,98.83000,99.28000,98.70000,99.16000,3871730
20140108,120000,99.15000,99.41000,98.89000,98.98000,5108700
20140108,130000,99.00000,99.09000,98.85000,98.94000,2594460
20140108,140000,98.94000,99.02000,98.75000,98.84000,2628330
20140108,150000,98.84000,98.95000,98.77000,98.83000,2403070
20140108,160000,98.83000,98.90000,98.70000,98.74000,2234680
20140108,170000,98.74000,98.76000,98.55000,98.63000,4589490
20140108,180000,98.63000,98.64000,97.85000,98.19000,13592500
20140109,100000,98.24000,98.44000,98.05000,98.24000,4021760
20140109,110000,98.22000,98.29000,97.69000,97.99000,5831180
20140109,120000,97.99000,98.45000,97.90000,98.23000,7979390
20140109,130000,98.23000,98.67000,98.21000,98.35000,7463990
20140109,140000,98.35000,98.69000,98.20000,98.58000,3142280
20140109,150000,98.58000,98.77000,98.43000,98.47000,2777600
20140109,160000,98.47000,98.62000,98.26000,98.29000,3267230
20140109,170000,98.29000,98.49000,97.99000,98.12000,7245760
20140109,180000,98.12000,98.16000,97.86000,98.00000,3889840
20140110,100000,97.85000,97.89000,97.52000,97.82000,3808850
20140110,110000,97.80000,97.95000,97.65000,97.87000,5540670
20140110,120000,97.86000,98.26000,97.83000,97.93000,5356320
20140110,130000,97.93000,98.03000,97.90000,97.98000,1651400
20140110,140000,98.00000,98.30000,97.98000,98.19000,4109750
20140110,150000,98.19000,98.74000,98.14000,98.54000,5698190
20140110,160000,98.51000,98.97000,98.51000,98.94000,6417590
20140110,170000,98.95000,99.01000,98.33000,98.89000,11667610
20140110,180000,98.89000,99.30000,98.83000,99.20000,6931110
20140113,100000,99.30000,99.75000,99.04000,99.69000,15200310
20140113,110000,99.70000,99.75000,99.51000,99.57000,2563170
20140113,120000,99.57000,99.61000,99.31000,99.33000,6994270
20140113,130000,99.32000,100.15000,99.24000,100.00000,9023750
20140113,140000,99.99000,100.16000,99.87000,100.10000,4959410
20140113,150000,100.11000,100.31000,100.03000,100.08000,5388040
20140113,160000,100.09000,100.34000,100.05000,100.21000,4891650
20140113,170000,100.21000,100.28000,99.96000,100.10000,6232300
20140113,180000,100.10000,100.35000,99.90000,100.25000,6497830
20140114,100000,99.15000,99.39000,98.81000,98.94000,19162320
20140114,110000,98.94000,99.02000,98.51000,98.85000,13549960
20140114,120000,98.85000,99.40000,98.75000,99.26000,9415150
20140114,130000,99.25000,99.42000,99.23000,99.25000,3477070
20140114,140000,99.26000,99.27000,98.80000,99.00000,7691770
20140114,150000,98.98000,99.66000,98.98000,99.62000,8046370
20140114,160000,99.64000,99.65000,99.32000,99.51000,5786160
20140114,170000,99.50000,99.73000,99.43000,99.61000,5778310
20140114,180000,99.62000,99.63000,99.23000,99.24000,5288750
20140115,100000,99.80000,99.94000,99.56000,99.88000,12316520
20140115,110000,99.90000,100.32000,99.80000,100.32000,6932940
20140115,120000,100.32000,100.60000,100.11000,100.37000,11049380
20140115,130000,100.38000,100.48000,100.01000,100.03000,8308870
20140115,140000,100.03000,100.70000,99.97000,100.37000,13820970
20140115,150000,100.39000,100.53000,100.22000,100.37000,4900550
20140115,160000,100.37000,100.62000,100.28000,100.58000,5642900
20140115,170000,100.58000,100.73000,100.47000,100.62000,8160460
20140115,180000,100.63000,100.79000,100.47000,100.77000,6327260
20140116,100000,100.90000,101.27000,100.86000,100.99000,9943880
20140116,110000,100.99000,101.15000,100.90000,101.13000,3549710
20140116,120000,101.12000,101.64000,101.04000,101.30000,14294630
20140116,130000,101.30000,101.38000,101.05000,101.27000,6682980
20140116,140000,101.28000,101.36000,101.19000,101.28000,1931530
20140116,150000,101.27000,101.30000,101.05000,101.20000,3261800
20140116,160000,101.19000,101.20000,100.55000,100.71000,11928760
20140116,170000,100.70000,100.78000,100.53000,100.72000,4612710
20140116,180000,100.73000,100.88000,100.61000,100.65000,5561390
20140117,100000,100.36000,100.56000,100.10000,100.31000,6607630
20140117,110000,100.29000,100.50000,100.12000,100.30000,8580780
20140117,120000,100.30000,100.39000,100.11000,100.32000,4251750
20140117,130000,100.33000,100.95000,100.33000,100.81000,11706170
20140117,140000,100.80000,101.31000,100.80000,101.19000,9630470
20140117,150000,101.19000,101.45000,101.10000,101.30000,7829490
20140117,160000,101.32000,101.45000,101.25000,101.37000,6403100
20140117,170000,101.36000,101.42000,101.05000,101.23000,8646250
20140117,180000,101.23000,101.36000,101.13000,101.17000,5117650
20140120,100000,100.98000,101.11000,100.66000,101.06000,12919450
20140120,110000,101.06000,101.23000,100.80000,101.02000,4898990
20140120,120000,101.02000,101.27000,100.91000,101.17000,4645070
20140120,130000,101.17000,101.55000,101.12000,101.53000,5362500
20140120,140000,101.54000,102.11000,101.47000,102.09000,14330910
20140120,150000,102.10000,102.13000,101.89000,101.91000,7975590
20140120,160000,101.91000,102.05000,101.87000,101.90000,3559260
20140120,170000,101.92000,102.00000,101.65000,101.95000,4536040
20140120,180000,101.95000,102.17000,101.92000,101.96000,4109760
20140121,100000,102.51000,102.57000,102.21000,102.38000,10782970
20140121,110000,102.37000,102.47000,102.30000,102.43000,4899730
20140121,120000,102.43000,102.46000,102.01000,102.24000,8398340
20140121,130000,102.23000,102.38000,102.00000,102.05000,5672210
20140121,140000,102.08000,102.20000,101.91000,101.93000,4414220
20140121,150000,101.93000,102.43000,101.90000,102.23000,7511430
20140121,160000,102.24000,102.50000,102.00000,102.40000,6474850
20140121,170000,102.38000,102.45000,102.11000,102.27000,8065620
20140121,180000,102.26000,102.41000,102.13000,102.20000,5089130
20140122,100000,102.22000,102.30000,102.00000,102.10000,4219930
20140122,110000,102.08000,102.21000,101.96000,102.05000,3534600
20140122,120000,102.05000,102.13000,101.52000,101.68000,11582990
20140122,130000,101.69000,101.88000,101.63000,101.66000,6764830
20140122,140000,101.68000,101.74000,101.13000,101.28000,9648500
20140122,150000,101.27000,101.39000,101.13000,101.32000,3673820
20140122,160000,101.33000,101.64000,101.26000,101.58000,5619960
20140122,170000,101.58000,101.94000,101.51000,101.86000,4725940
